WKT,id,NAT_ID,AUTH_ID,NAME,FEATURE,CATEGORY,GROUP,LATITUDE,LONGITUDE,AUTHORITY,SUPPLY_DATE
"POINT (135.7166916009 -15.3667137736826)","252390",NT_20018,"20018",Yiyintyi Range,RANGE,LANDFORM,TERRAIN,-15.3667,135.7167,NT,2024/03/01 01:51:43
"POINT (134.083291622176 -20.4833137746608)","252391",NT_20021,"20021",Younghusband Range,RANGE,LANDFORM,TERRAIN,-20.4833,134.0833,NT,2024/03/01 01:51:43
"POINT (132.63219152686 -21.9934137901815)","252392",NT_20029,"20029",Yundurbulu Range,RANGE,LANDFORM,TERRAIN,-21.9934,132.6322,NT,2024/03/01 01:51:43
"POINT (133.266691596275 -22.5500137756032)","252393",NT_20030,"20030",Yundurbungu Hills,RANGE,LANDFORM,TERRAIN,-22.55,133.2667,NT,2024/03/01 01:51:43
"POINT (133.687191715556 -25.9048137437708)","252394",NT_21145,"21145",Ettenia Hills,RANGE,LANDFORM,TERRAIN,-25.9048,133.6872,NT,2024/03/01 01:51:43
"POINT (136.256091655442 -16.0700137524195)","252395",NT_20357,"20357",Wulbu Hills,RANGE,LANDFORM,TERRAIN,-16.07,136.2561,NT,2024/03/01 01:51:43
"POINT (135.9637916426 -16.2419137597416)","252396",NT_20379,"20379",Bindanini Hills,RANGE,LANDFORM,TERRAIN,-16.2419,135.9638,NT,2024/03/01 01:51:43
"POINT (136.165991576846 -13.7559137735421)","252397",NT_20450,"20450",Marlurruba Hills,RANGE,LANDFORM,TERRAIN,-13.7559,136.166,NT,2024/03/01 01:51:43
"POINT (129.066691200875 -20.3667138284455)","252398",NT_19741,"19741",Wilson Range,RANGE,LANDFORM,TERRAIN,-20.3667,129.0667,NT,2024/03/01 01:51:43
"POINT (137.89389182288 -17.7035136839551)","252399",NT_20058,"20058",Liragi Hills,RANGE,LANDFORM,TERRAIN,-17.7035,137.8939,NT,2024/03/01 01:51:43
"POINT (130.633291291911 -14.4000138670815)","252400",NT_19758,"19758",Wingate Mountains,RANGE,LANDFORM,TERRAIN,-14.4,130.6333,NT,2024/03/01 01:51:43
"POINT (132.161191472789 -21.2594138021635)","252401",NT_19760,"19760",Wini Hills,RANGE,LANDFORM,TERRAIN,-21.2594,132.1612,NT,2024/03/01 01:51:43
"POINT (129.049991198841 -23.2667138085669)","252402",NT_19767,"19767",Winnecke Hills,RANGE,LANDFORM,TERRAIN,-23.2667,129.05,NT,2024/03/01 01:51:43
"POINT (137.853291799908 -17.2053136894407)","252403",NT_20117,"20117",Gudjabinyi Range,RANGE,LANDFORM,TERRAIN,-17.2053,137.8533,NT,2024/03/01 01:51:43
"POINT (137.689991792085 -17.2842136948387)","252404",NT_20155,"20155",Murudimandja Range,RANGE,LANDFORM,TERRAIN,-17.2842,137.69,NT,2024/03/01 01:51:43
"POINT (135.316691555547 -14.5833137906797)","252405",NT_19860,"19860",Wukointyarra Range,RANGE,LANDFORM,TERRAIN,-14.5833,135.3167,NT,2024/03/01 01:51:43
"POINT (136.927191768414 -18.0519137154365)","252406",NT_20187,"20187",Mingabarri Range,RANGE,LANDFORM,TERRAIN,-18.0519,136.9272,NT,2024/03/01 01:51:43
"POINT (135.387291577575 -15.2300137837239)","252407",NT_20205,"20205",Bye Hills,RANGE,LANDFORM,TERRAIN,-15.23,135.3873,NT,2024/03/01 01:51:43
"POINT (135.538091610806 -16.0728137730519)","252408",NT_20236,"20236",Scrutton Range,RANGE,LANDFORM,TERRAIN,-16.0728,135.5381,NT,2024/03/01 01:51:43
"POINT (134.110291603726 -19.6211137805263)","252409",NT_19921,"19921",Yakkula Hills,RANGE,LANDFORM,TERRAIN,-19.6211,134.1103,NT,2024/03/01 01:51:43
"POINT (132.683291540286 -22.4833137858763)","252410",NT_19930,"19930",Yalyirimbi Range,RANGE,LANDFORM,TERRAIN,-22.4833,132.6833,NT,2024/03/01 01:51:43
"POINT (130.301191277639 -15.2856138622508)","252411",NT_19941,"19941",Yambarran Range,RANGE,LANDFORM,TERRAIN,-15.2856,130.3012,NT,2024/03/01 01:51:43
"POINT (130.560391291225 -14.9709138632611)","252412",NT_19942,"19942",Yamberra Mountains,RANGE,LANDFORM,TERRAIN,-14.9709,130.5604,NT,2024/03/01 01:51:43
"POINT (133.133291582068 -22.4667137785723)","252413",NT_19945,"19945",Yaningidjara Hills,RANGE,LANDFORM,TERRAIN,-22.4667,133.1333,NT,2024/03/01 01:51:43
"POINT (131.421491417221 -22.0750138049278)","252414",NT_19964,"19964",Yarunganyi Hills,RANGE,LANDFORM,TERRAIN,-22.075,131.4215,NT,2024/03/01 01:51:43
"POINT (131.383291405222 -21.3227138106498)","252415",NT_20003,"20003",Yinabalgu Hills,RANGE,LANDFORM,TERRAIN,-21.3227,131.3833,NT,2024/03/01 01:51:43
"POINT (132.438491506611 -21.8379137941746)","252416",NT_20007,"20007",Yindjirbi Range,RANGE,LANDFORM,TERRAIN,-21.8379,132.4385,NT,2024/03/01 01:51:43
"POINT (129.383291234854 -25.1333137958245)","252417",NT_17752,"17752",Pottoyu Hills,RANGE,LANDFORM,TERRAIN,-25.1333,129.3833,NT,2024/03/01 01:51:43
"POINT (131.459191355951 -16.1948138473165)","252418",NT_17770,"17770",Price Hills,RANGE,LANDFORM,TERRAIN,-16.1948,131.4592,NT,2024/03/01 01:51:43
"POINT (129.216691213144 -19.5667138340353)","252419",NT_17501,"17501",Pargee Range,RANGE,LANDFORM,TERRAIN,-19.5667,129.2167,NT,2024/03/01 01:51:43
"POINT (135.212491518573 -13.4236138025537)","252420",NT_17512,"17512",Parsons Range,RANGE,LANDFORM,TERRAIN,-13.4236,135.2125,NT,2024/03/01 01:51:43
"POINT (132.849991561554 -22.783313781077)","252421",NT_17909,"17909",Reaphook Hills,RANGE,LANDFORM,TERRAIN,-22.7833,132.85,NT,2024/03/01 01:51:43
"POINT (129.266691217766 -20.5667138270196)","252422",NT_17544,"17544",Pedestal Hills,RANGE,LANDFORM,TERRAIN,-20.5667,129.2667,NT,2024/03/01 01:51:43
"POINT (134.472191495281 -14.0236138155948)","252423",NT_17286,"17286",O'Otherloo Hills,RANGE,LANDFORM,TERRAIN,-14.0236,134.4722,NT,2024/03/01 01:51:43
"POINT (132.166691521782 -24.3833137799461)","252424",NT_17581,"17581",Petermann Hills,RANGE,LANDFORM,TERRAIN,-24.3833,132.1667,NT,2024/03/01 01:51:43
"POINT (129.249991220221 -24.9000137975431)","252425",NT_17583,"17583",Petermann Ranges,RANGE,LANDFORM,TERRAIN,-24.9,129.25,NT,2024/03/01 01:51:43
"POINT (130.133291317411 -25.4500137913067)","252426",NT_17345,"17345",Olia Chain,RANGE,LANDFORM,TERRAIN,-25.45,130.1333,NT,2024/03/01 01:51:43
"POINT (134.636691785161 -24.6890137313428)","252427",NT_17617,"17617",Pillar Range,RANGE,LANDFORM,TERRAIN,-24.689,134.6367,NT,2024/03/01 01:51:43
"POINT (133.924391705965 -24.4976137487922)","252428",NT_17347,"17347",Oliffe Range,RANGE,LANDFORM,TERRAIN,-24.4976,133.9244,NT,2024/03/01 01:51:43
"POINT (129.716091243744 -15.7716138606141)","252429",NT_17633,"17633",Pinkerton Range,RANGE,LANDFORM,TERRAIN,-15.7716,129.7161,NT,2024/03/01 01:51:43
"POINT (134.165291741027 -24.8803137408741)","252430",NT_17636,"17636",Pinnacle Hills,RANGE,LANDFORM,TERRAIN,-24.8803,134.1653,NT,2024/03/01 01:51:43
"POINT (129.883291286436 -24.6333137978436)","252431",NT_17642,"17642",Pinyinna Range,RANGE,LANDFORM,TERRAIN,-24.6333,129.8833,NT,2024/03/01 01:51:43
"POINT (134.062891709496 -24.0777137488361)","252432",NT_17387,"17387",Ooraminna Range,RANGE,LANDFORM,TERRAIN,-24.0777,134.0629,NT,2024/03/01 01:51:43
"POINT (129.383291234411 -24.9000137973731)","252433",NT_17656,"17656",Piultarana Range,RANGE,LANDFORM,TERRAIN,-24.9,129.3833,NT,2024/03/01 01:51:43
"POINT (134.166691650092 -21.3333137665574)","252434",NT_17410,"17410",Osborne Range,RANGE,LANDFORM,TERRAIN,-21.3333,134.1667,NT,2024/03/01 01:51:43
"POINT (129.853891264553 -19.7178138319027)","252435",NT_23794,"23794",Coomarie Range,RANGE,LANDFORM,TERRAIN,-19.7178,129.8539,NT,2024/03/01 01:51:43
"POINT (130.560191280059 -13.0430138776245)","252436",NT_19174,"19174",Two Sisters Hills,RANGE,LANDFORM,TERRAIN,-13.043,130.5602,NT,2024/03/01 01:51:43
"POINT (129.016691200794 -15.3667138639087)","252437",NT_19546,"19546",Weaber Range,RANGE,LANDFORM,TERRAIN,-15.3667,129.0167,NT,2024/03/01 01:51:43
"POINT (135.416691585881 -15.4628137811115)","252438",NT_18904,"18904",The Four Archers,RANGE,LANDFORM,TERRAIN,-15.4628,135.4167,NT,2024/03/01 01:51:43
"POINT (130.349991309495 -20.566713823824)","252439",NT_18907,"18907",The Granites,RANGE,LANDFORM,TERRAIN,-20.5667,130.35,NT,2024/03/01 01:51:43
"POINT (133.325891648639 -24.7093137591261)","252440",NT_18922,"18922",The Sisters,RANGE,LANDFORM,TERRAIN,-24.7093,133.3259,NT,2024/03/01 01:51:43
"POINT (133.09489138519 -11.8764138590477)","252441",NT_19567,"19567",Wellington Range,RANGE,LANDFORM,TERRAIN,-11.8764,133.0949,NT,2024/03/01 01:51:43
"POINT (133.090891624116 -24.7142137633195)","252442",NT_18929,"18929",The Twins,RANGE,LANDFORM,TERRAIN,-24.7142,133.0909,NT,2024/03/01 01:51:43
"POINT (134.449991714778 -22.8333137491724)","252443",NT_18930,"18930",The Twins,RANGE,LANDFORM,TERRAIN,-22.8333,134.45,NT,2024/03/01 01:51:43
"POINT (133.789391476679 -14.8889138231988)","252444",NT_18931,"18931",The Twins,RANGE,LANDFORM,TERRAIN,-14.8889,133.7894,NT,2024/03/01 01:51:43
"POINT (134.14079147558 -13.9308138235194)","252445",NT_18951,"18951",Three Tops,RANGE,LANDFORM,TERRAIN,-13.9308,134.1408,NT,2024/03/01 01:51:43
"POINT (137.283291976574 -22.6833136675165)","252446",NT_19244,"19244",Umberumbera Hills,RANGE,LANDFORM,TERRAIN,-22.6833,137.2833,NT,2024/03/01 01:51:43
"POINT (130.862491315179 -15.8320138549765)","252447",NT_18648,"18648",Stokes Range,RANGE,LANDFORM,TERRAIN,-15.832,130.8625,NT,2024/03/01 01:51:43
"POINT (134.749991761382 -23.4667137374102)","252448",NT_19669,"19669",White Range,RANGE,LANDFORM,TERRAIN,-23.4667,134.75,NT,2024/03/01 01:51:43
"POINT (133.966691574594 -18.8500137893498)","252449",NT_19690,"19690",Whitington Range,RANGE,LANDFORM,TERRAIN,-18.85,133.9667,NT,2024/03/01 01:51:43
"POINT (134.578091508019 -14.31861381088)","252450",NT_18670,"18670",Strangman Range,RANGE,LANDFORM,TERRAIN,-14.3186,134.5781,NT,2024/03/01 01:51:43
"POINT (134.583291508257 -14.3167138107756)","252451",NT_18671,"18671",Strangmans Range,RANGE,LANDFORM,TERRAIN,-14.3167,134.5833,NT,2024/03/01 01:51:43
"POINT (134.040791682578 -23.1011137563448)","252452",NT_18673,"18673",Strangways Range,RANGE,LANDFORM,TERRAIN,-23.1011,134.0408,NT,2024/03/01 01:51:43
"POINT (134.116691693259 -23.2333137537493)","252453",NT_19289,"19289",Utnalanama Range,RANGE,LANDFORM,TERRAIN,-23.2333,134.1167,NT,2024/03/01 01:51:43
"POINT (132.39999151818 -22.7500137882019)","252454",NT_18684,"18684",Stuart Bluff Range,RANGE,LANDFORM,TERRAIN,-22.75,132.4,NT,2024/03/01 01:51:43
"POINT (133.96359148524 -14.8228138202359)","252455",NT_18685,"18685",Stuart Heights,RANGE,LANDFORM,TERRAIN,-14.8228,133.9636,NT,2024/03/01 01:51:43
"POINT (131.089991397989 -23.1888138002275)","252456",NT_19008,"19008",Tjungkubu Hills,RANGE,LANDFORM,TERRAIN,-23.1888,131.09,NT,2024/03/01 01:51:43
"POINT (134.299991772691 -25.5167137333486)","252457",NT_19322,"19322",Veros Hills,RANGE,LANDFORM,TERRAIN,-25.5167,134.3,NT,2024/03/01 01:51:43
"POINT (129.149991208098 -21.7167138191129)","252458",NT_19705,"19705",Wilbrunga Range,RANGE,LANDFORM,TERRAIN,-21.7167,129.15,NT,2024/03/01 01:51:43
"POINT (132.1690914724 -21.1873138025792)","252459",NT_18697,"18697",Studholme Hills,RANGE,LANDFORM,TERRAIN,-21.1873,132.1691,NT,2024/03/01 01:51:43
"POINT (129.563591232241 -14.2916138716799)","252460",NT_18712,"18712",Sugarloaf Range,RANGE,LANDFORM,TERRAIN,-14.2916,129.5636,NT,2024/03/01 01:51:43
"POINT (134.228491759828 -25.329513736285)","252461",NT_18387,"18387",Sister Hills,RANGE,LANDFORM,TERRAIN,-25.3295,134.2285,NT,2024/03/01 01:51:43
"POINT (133.221591654793 -25.4925137555513)","252462",NT_18388,"18388",Sisters Hills,RANGE,LANDFORM,TERRAIN,-25.4925,133.2216,NT,2024/03/01 01:51:43
"POINT (137.816692027791 -22.7167136478471)","252463",NT_19021,"19021",Toko Range,RANGE,LANDFORM,TERRAIN,-22.7167,137.8167,NT,2024/03/01 01:51:43
"POINT (134.566691705808 -22.1000137518226)","252464",NT_19032,"19032",Tomahawk Range,RANGE,LANDFORM,TERRAIN,-22.1,134.5667,NT,2024/03/01 01:51:43
"POINT (130.707591350913 -21.9885138116163)","252465",NT_19352,"19352",Wabudali Range,RANGE,LANDFORM,TERRAIN,-21.9885,130.7076,NT,2024/03/01 01:51:43
"POINT (130.333291335933 -24.9667137934977)","252466",NT_19369,"19369",Wailarra Hills,RANGE,LANDFORM,TERRAIN,-24.9667,130.3333,NT,2024/03/01 01:51:43
"POINT (131.658891442041 -22.3111138007447)","252467",NT_19370,"19370",Wailbri Ranges,RANGE,LANDFORM,TERRAIN,-22.3111,131.6589,NT,2024/03/01 01:51:43
"POINT (129.016891196244 -21.2925138220208)","252468",NT_18758,"18758",Sydney Margaret Range,RANGE,LANDFORM,TERRAIN,-21.2925,129.0169,NT,2024/03/01 01:51:43
"POINT (137.966692055873 -23.033313639766)","252469",NT_19050,"19050",Toomba Range,RANGE,LANDFORM,TERRAIN,-23.0333,137.9667,NT,2024/03/01 01:51:43
"POINT (133.091691562189 -21.6611137851242)","252470",NT_19383,"19383",Walabanba Hills,RANGE,LANDFORM,TERRAIN,-21.6611,133.0917,NT,2024/03/01 01:51:43
"POINT (132.141691469393 -21.1460138032369)","252471",NT_19384,"19384",Walangawanu Hills,RANGE,LANDFORM,TERRAIN,-21.146,132.1417,NT,2024/03/01 01:51:43
"POINT (131.51669141239 -20.9333138120871)","252472",NT_19394,"19394",Walkeley Hills,RANGE,LANDFORM,TERRAIN,-20.9333,131.5167,NT,2024/03/01 01:51:43
"POINT (130.775091291453 -13.1598138754842)","252473",NT_18780,"18780",Tabletop Range,RANGE,LANDFORM,TERRAIN,-13.1598,130.7751,NT,2024/03/01 01:51:43
"POINT (131.199991408831 -23.2000137991621)","252474",NT_18792,"18792",Talyi-Talyi Hills,RANGE,LANDFORM,TERRAIN,-23.2,131.2,NT,2024/03/01 01:51:43
"POINT (129.633291247367 -19.9667138307179)","252475",NT_18798,"18798",Tanami Range,RANGE,LANDFORM,TERRAIN,-19.9667,129.6333,NT,2024/03/01 01:51:43
"POINT (134.791591788695 -24.2620137306267)","252476",NT_19092,"19092",Train Hills,RANGE,LANDFORM,TERRAIN,-24.262,134.7916,NT,2024/03/01 01:51:43
"POINT (135.629491932035 -25.9521136962166)","252477",NT_19410,"19410",Walla Hills,RANGE,LANDFORM,TERRAIN,-25.9521,135.6295,NT,2024/03/01 01:51:43
"POINT (134.860591534483 -14.752813800821)","252478",NT_19431,"19431",Walmudga Range,RANGE,LANDFORM,TERRAIN,-14.7528,134.8606,NT,2024/03/01 01:51:43
"POINT (136.800691936113 -22.8036136831346)","252479",NT_18819,"18819",Tarlton Range,RANGE,LANDFORM,TERRAIN,-22.8036,136.8007,NT,2024/03/01 01:51:43
"POINT (135.725991618673 -15.944313768871)","252480",NT_18830,"18830",Tawallah Range,RANGE,LANDFORM,TERRAIN,-15.9443,135.726,NT,2024/03/01 01:51:43
"POINT (132.164691470018 -21.0537138036014)","252481",NT_19442,"19442",Wanabanda Hills,RANGE,LANDFORM,TERRAIN,-21.0537,132.1647,NT,2024/03/01 01:51:43
"POINT (132.116691482914 -22.2000137960024)","252482",NT_19452,"19452",Wangala Hills,RANGE,LANDFORM,TERRAIN,-22.2,132.1167,NT,2024/03/01 01:51:43
"POINT (129.433291238754 -24.4333138004037)","252483",NT_18513,"18513",Souths Range,RANGE,LANDFORM,TERRAIN,-24.4333,129.4333,NT,2024/03/01 01:51:43
"POINT (131.016691381544 -22.2333138075333)","252484",NT_19109,"19109",Treuer Range,RANGE,LANDFORM,TERRAIN,-22.2333,131.0167,NT,2024/03/01 01:51:43
"POINT (129.933291268146 -18.9667138369875)","252485",NT_19475,"19475",Ware Range,RANGE,LANDFORM,TERRAIN,-18.9667,129.9333,NT,2024/03/01 01:51:43
"POINT (132.966691565525 -22.4167137817818)","252486",NT_19479,"19479",Warimbi Hills,RANGE,LANDFORM,TERRAIN,-22.4167,132.9667,NT,2024/03/01 01:51:43
"POINT (129.73809124469 -15.5876138619093)","252487",NT_18531,"18531",Spencer Range,RANGE,LANDFORM,TERRAIN,-15.5876,129.7381,NT,2024/03/01 01:51:43
"POINT (133.316691403352 -12.3500138516349)","252488",NT_18532,"18532",Spencer Range,RANGE,LANDFORM,TERRAIN,-12.35,133.3167,NT,2024/03/01 01:51:43
"POINT (133.511691652419 -24.0262137604573)","252489",NT_19516,"19516",Waterhouse Range,RANGE,LANDFORM,TERRAIN,-24.0262,133.5117,NT,2024/03/01 01:51:43
"POINT (134.299991674146 -21.8167137600442)","252490",NT_18574,"18574",Spring Range,RANGE,LANDFORM,TERRAIN,-21.8167,134.3,NT,2024/03/01 01:51:43
"POINT (131.508291363192 -16.5833138439481)","252491",NT_18879,"18879",Tent Hills,RANGE,LANDFORM,TERRAIN,-16.5833,131.5083,NT,2024/03/01 01:51:43
"POINT (129.816691261984 -19.8500138310786)","252492",NT_18892,"18892",The Black Hills,RANGE,LANDFORM,TERRAIN,-19.85,129.8167,NT,2024/03/01 01:51:43
"POINT (131.049991401627 -23.9333137954185)","252493",NT_19530,"19530",Watson Range,RANGE,LANDFORM,TERRAIN,-23.9333,131.05,NT,2024/03/01 01:51:43
"POINT (133.966691635348 -21.4500137699721)","252494",NT_19532,"19532",Watt Range,RANGE,LANDFORM,TERRAIN,-21.45,133.9667,NT,2024/03/01 01:51:43
"POINT (133.11089164515 -25.6048137567505)","252495",NT_18586,"18586",Staines Hills,RANGE,LANDFORM,TERRAIN,-25.6048,133.1109,NT,2024/03/01 01:51:43
"POINT (131.550691421671 -21.4637138079392)","252496",NT_16200,"16200",Ngadiri Hills,RANGE,LANDFORM,TERRAIN,-21.4637,131.5507,NT,2024/03/01 01:51:43
"POINT (132.99999156214 -22.0833137836267)","252497",NT_12700,"12700",Ennugan Mountains,RANGE,LANDFORM,TERRAIN,-22.0833,133,NT,2024/03/01 01:51:43
"POINT (131.599991453181 -23.6167137922195)","252498",NT_13700,"13700",Idirriki Range,RANGE,LANDFORM,TERRAIN,-23.6167,131.6,NT,2024/03/01 01:51:43
"POINT (135.883291654247 -16.783313757818)","252499",NT_10132,"10132",Abner Range,RANGE,LANDFORM,TERRAIN,-16.7833,135.8833,NT,2024/03/01 01:51:43
"POINT (129.616691246629 -20.2333138288784)","252500",NT_10998,"10998",Bluebush Hills,RANGE,LANDFORM,TERRAIN,-20.2333,129.6167,NT,2024/03/01 01:51:43
"POINT (131.449991434611 -23.3167137959087)","252501",NT_10305,"10305",Amunurunga Range,RANGE,LANDFORM,TERRAIN,-23.3167,131.45,NT,2024/03/01 01:51:43
"POINT (129.81729124534 -13.9173138739867)","252502",NT_10666,"10666",Barthelemy Hills,RANGE,LANDFORM,TERRAIN,-13.9173,129.8173,NT,2024/03/01 01:51:43
"POINT (132.592191579118 -25.1103137687506)","252503",NT_10671,"10671",Basedow Range,RANGE,LANDFORM,TERRAIN,-25.1103,132.5922,NT,2024/03/01 01:51:43
"POINT (137.766691848282 -18.550013681985)","252504",NT_11008,"11008",Bluff Range,RANGE,LANDFORM,TERRAIN,-18.55,137.7667,NT,2024/03/01 01:51:43
"POINT (130.916691377785 -22.8333138041497)","252505",NT_10332,"10332",Andrew Young Hills,RANGE,LANDFORM,TERRAIN,-22.8333,130.9167,NT,2024/03/01 01:51:43
"POINT (132.949991560119 -22.2167137835014)","252506",NT_10358,"10358",Anmatjira Range,RANGE,LANDFORM,TERRAIN,-22.2167,132.95,NT,2024/03/01 01:51:43
"POINT (134.397491495626 -14.2097138158019)","252507",NT_11036,"11036",Bold Range,RANGE,LANDFORM,TERRAIN,-14.2097,134.3975,NT,2024/03/01 01:51:43
"POINT (131.693091341708 -13.5734138646814)","252508",NT_11051,"11051",Bonnie Ranges,RANGE,LANDFORM,TERRAIN,-13.5734,131.6931,NT,2024/03/01 01:51:43
"POINT (134.423991796662 -25.8866137278882)","252509",NT_10737,"10737",Beddome Range,RANGE,LANDFORM,TERRAIN,-25.8866,134.424,NT,2024/03/01 01:51:43
"POINT (135.563891549635 -13.8950137895479)","252510",NT_10681,"10681",Bath Range,RANGE,LANDFORM,TERRAIN,-13.895,135.5639,NT,2024/03/01 01:51:43
"POINT (132.491391507082 -21.5803137952623)","252511",NT_10696,"10696",Bau Range,RANGE,LANDFORM,TERRAIN,-21.5803,132.4914,NT,2024/03/01 01:51:43
"POINT (131.860991475351 -23.348813791086)","252512",NT_10766,"10766",Belt Range,RANGE,LANDFORM,TERRAIN,-23.3488,131.861,NT,2024/03/01 01:51:43
"POINT (132.517091514898 -21.9073137925289)","252513",NT_10824,"10824",Bilba Hills,RANGE,LANDFORM,TERRAIN,-21.9073,132.5171,NT,2024/03/01 01:51:43
"POINT (131.951891451728 -21.0654138062202)","252514",NT_10463,"10463",Arthur Hills,RANGE,LANDFORM,TERRAIN,-21.0654,131.9519,NT,2024/03/01 01:51:43
"POINT (137.568692020356 -23.0866136542315)","252515",NT_10147,"10147",Adam Range,RANGE,LANDFORM,TERRAIN,-23.0866,137.5687,NT,2024/03/01 01:51:43
"POINT (133.583291520912 -17.666713805896)","252516",NT_10467,"10467",Ashburton Range,RANGE,LANDFORM,TERRAIN,-17.6667,133.5833,NT,2024/03/01 01:51:43
"POINT (134.833291771986 -23.5500137347488)","252517",NT_10485,"10485",Atnarpa Range,RANGE,LANDFORM,TERRAIN,-23.55,134.8333,NT,2024/03/01 01:51:43
"POINT (132.599991568988 -24.5167137727657)","252518",NT_10528,"10528",Ayers Lookout,RANGE,LANDFORM,TERRAIN,-24.5167,132.6,NT,2024/03/01 01:51:43
"POINT (133.13329165472 -25.9333137540778)","252519",NT_10531,"10531",Ayers Range,RANGE,LANDFORM,TERRAIN,-25.9333,133.1333,NT,2024/03/01 01:51:43
"POINT (133.199991634173 -24.6500137618377)","252520",NT_10548,"10548",Bacon Range,RANGE,LANDFORM,TERRAIN,-24.65,133.2,NT,2024/03/01 01:51:43
"POINT (136.016691650904 -16.4000137569533)","252521",NT_10573,"10573",Bald Hills,RANGE,LANDFORM,TERRAIN,-16.4,136.0167,NT,2024/03/01 01:51:43
"POINT (133.916691725469 -25.3000137432752)","252522",NT_10892,"10892",Black Hill Range,RANGE,LANDFORM,TERRAIN,-25.3,133.9167,NT,2024/03/01 01:51:43
"POINT (134.501891756705 -24.1760137382325)","252523",NT_10229,"10229",Allambarinja Range,RANGE,LANDFORM,TERRAIN,-24.176,134.5019,NT,2024/03/01 01:51:43
"POINT (131.016691332503 -16.7667138469327)","252524",NT_10905,"10905",Black Range,RANGE,LANDFORM,TERRAIN,-16.7667,131.0167,NT,2024/03/01 01:51:43
"POINT (129.749991272499 -24.6500137981848)","252525",NT_10955,"10955",Bloods Range,RANGE,LANDFORM,TERRAIN,-24.65,129.75,NT,2024/03/01 01:51:43
"POINT (134.872791774642 -23.5081137340685)","252526",NT_10281,"10281",Amarata Range,RANGE,LANDFORM,TERRAIN,-23.5081,134.8728,NT,2024/03/01 01:51:43
"POINT (133.39959165143 -24.4901137592984)","252527",NT_11691,"11691",Chandlers Range,RANGE,LANDFORM,TERRAIN,-24.4901,133.3996,NT,2024/03/01 01:51:43
"POINT (131.068391354684 -18.8868138310123)","252528",NT_11272,"11272",Buchanan Hills,RANGE,LANDFORM,TERRAIN,-18.8868,131.0684,NT,2024/03/01 01:51:43
"POINT (134.833291530754 -14.666713802155)","252529",NT_11851,"11851",Collara Mountains,RANGE,LANDFORM,TERRAIN,-14.6667,134.8333,NT,2024/03/01 01:51:43
"POINT (136.116691650904 -16.2000137555771)","252530",NT_11305,"11305",Bukalara Range,RANGE,LANDFORM,TERRAIN,-16.2,136.1167,NT,2024/03/01 01:51:43
"POINT (137.499991997504 -22.7000136596485)","252531",NT_11313,"11313",Bulinburra Knobs,RANGE,LANDFORM,TERRAIN,-22.7,137.5,NT,2024/03/01 01:51:43
"POINT (129.283291222099 -23.5833138063195)","252532",NT_12236,"12236",Davenport Hills,RANGE,LANDFORM,TERRAIN,-23.5833,129.2833,NT,2024/03/01 01:51:43
"POINT (134.366691648805 -20.6000137675621)","252533",NT_12238,"12238",Davenport Range,RANGE,LANDFORM,TERRAIN,-20.6,134.3667,NT,2024/03/01 01:51:43
"POINT (133.828791703202 -24.7863137487368)","252534",NT_11714,"11714",Charlotte Range,RANGE,LANDFORM,TERRAIN,-24.7863,133.8288,NT,2024/03/01 01:51:43
"POINT (134.23829149726 -14.6631138157344)","252535",NT_11715,"11715",Charlotte Range,RANGE,LANDFORM,TERRAIN,-14.6631,134.2383,NT,2024/03/01 01:51:43
"POINT (133.166691610642 -23.7000137691524)","252536",NT_11728,"11728",Chewings Range,RANGE,LANDFORM,TERRAIN,-23.7,133.1667,NT,2024/03/01 01:51:43
"POINT (130.966691362094 -20.6167138193862)","252537",NT_12255,"12255",De Bavay Hills,RANGE,LANDFORM,TERRAIN,-20.6167,130.9667,NT,2024/03/01 01:51:43
"POINT (130.312191271496 -13.8524138728067)","252538",NT_12351,"12351",Dilke Range,RANGE,LANDFORM,TERRAIN,-13.8524,130.3122,NT,2024/03/01 01:51:43
"POINT (130.716491366374 -23.7597137992528)","252539",NT_11793,"11793",Cleland Hills,RANGE,LANDFORM,TERRAIN,-23.7597,130.7165,NT,2024/03/01 01:51:43
"POINT (135.133291709733 -20.4833137498576)","252540",NT_11804,"11804",Clough Range,RANGE,LANDFORM,TERRAIN,-20.4833,135.1333,NT,2024/03/01 01:51:43
"POINT (135.803891550749 -13.5056137860179)","252541",NT_11809,"11809",Coast Range,RANGE,LANDFORM,TERRAIN,-13.5056,135.8039,NT,2024/03/01 01:51:43
"POINT (135.437591587826 -15.4874137803602)","252542",NT_11978,"11978",Costello Range,RANGE,LANDFORM,TERRAIN,-15.4874,135.4376,NT,2024/03/01 01:51:43
"POINT (129.066691200713 -24.9333137974317)","252543",NT_12277,"12277",Dean Range,RANGE,LANDFORM,TERRAIN,-24.9333,129.0667,NT,2024/03/01 01:51:43
"POINT (134.23329173222 -24.2833137436192)","252544",NT_12297,"12297",Deep Well Range,RANGE,LANDFORM,TERRAIN,-24.2833,134.2333,NT,2024/03/01 01:51:43
"POINT (130.904891315551 -15.5365138568654)","252545",NT_11451,"11451",Bynoe Range,RANGE,LANDFORM,TERRAIN,-15.5365,130.9049,NT,2024/03/01 01:51:43
"POINT (133.916691624639 -21.1833137729792)","252546",NT_12025,"12025",Crawford Range,RANGE,LANDFORM,TERRAIN,-21.1833,133.9167,NT,2024/03/01 01:51:43
