,State,Municipality,Name Id,Place Name,Place Name Status,Feature Type Code,Feature Type,Longitude,Latitude,Place Id,Gender,Aboriginal Origins,IsIndigenous,Traditional Owner Group,Traditional Owner Description,Gazette Published date,Gazette Reference,Gazette URL,Historical Information,Origin Language,Australian Indigenous Language,Anzac Related Name,Date First Recorded Day,Date First Recorded Month,Date First Recorded Year,Source,Author,Title,Date Published Day,Date Published Month,Date Published Year,Publisher,Place of Publication,Pages(s),Editor,Chapter Title,Journal Name,Issue,Year,Newspaper,File Number,Site Owner,Page Title,Site Title,Url,Location,Type of Artefact,Cartographer,Scale,Informant,Tape Title,Tape Number,Municipal Name,Endorsed by Council,Council Minutes,Organisation Name,Endorsed by GPNAP,WKT
20669,VIC,WODONGA CITY,104244,JOHN BYRNE PARK,REGISTERED,PARK,PARK,146.8533952,-36.1281436,104076,,,FALSE,,,,,,A local and very dedicated doctor in practice with Dr Bill Grant from 1965.,,,,,,,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City of Wodonga,,POINT (146.8533952 -36.1281436)
20670,VIC,DAREBIN CITY,12750,JOHN CAIN MEMORIAL PARK,REGISTERED,PARK,PARK,145.0243818,-37.7639811,18206,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.0243818 -37.7639811)
20671,VIC,BRIMBANK CITY,12751,JOHN CASTLEY RESERVE,REGISTERED,PARK,PARK,144.8148671,-37.79124,18207,Man,,FALSE,,,,,,"'Mr. Castley was born and educated in Bendigo and became school principal of two schools, they being At. Albans Technical School and North Sunshine Technical School.  Mr. Castley entered Council in the 50's and was a Councillor for some 15 years, in which he became Mayor three times.  He lived and worked and was involved in community activities where this reserve is situated.'",,,,,,,Manuscript,Place Names Committee Files,Submission,11,8,1981,,,1,,,,,,,PNC file number 837,,,,,,,,,,,,,,,,,POINT (144.8148671 -37.79124)
20672,VIC,FRANKSTON CITY,119565,JOHN COBURN OVAL,REGISTERED,PARK,PARK,145.1452837,-38.151098,119174,,,FALSE,,,2013-07-18,"G29, Page 1610",,"John was born in Frankston in 1958. He joined Victoria Police in 1979 and is currently serving as a Detective Sergeant in charge of the Crimes Investigation Unit in Rosebud. He commenced an association with the Frankston YCW Football Club in 1968 as a junior player and remained as a player with the club until 1990. He joined the committee of management in November 1993 and held positions of President, Vice President, Secretary and Treasurer. John served on the junior sub-committee and coached a junior level and was awarded Best Clubman in 1995. He was given life membership in 1998. John is currently serving as Vice President of the club.",,,,,,2013,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Frankston City,,,,,POINT (145.1452837 -38.151098)
20673,VIC,FRANKSTON CITY,119565,JOHN COBURN OVAL,REGISTERED,PARK,PARK,145.1452837,-38.151098,119174,,,FALSE,,,2013-07-18,"G29, Page 1610",,"Name honours a long-serving player, member and office-bearer of the Frankston YCW Football Club.",,,,,,,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frankston City Council,,POINT (145.1452837 -38.151098)
20674,VIC,MOONEE VALLEY CITY,12752,JOHN COLEMAN PARK,REGISTERED,PARK,PARK,144.9240337,-37.7565146,18347,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.9240337 -37.7565146)
20675,VIC,MARIBYRNONG CITY,12753,JOHN COSTELLO RESERVE,REGISTERED,PARK,PARK,144.8673671,-37.7831812,18208,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.8673671 -37.7831812)
20676,VIC,MITCHELL SHIRE,12754,JOHN COUTTS RESERVE,REGISTERED,PARK,PARK,144.8995766,-37.6949694,18209,,,FALSE,,,,,,"Named after the former Mayor of Broadmeadows during 1970 and 1971. He was a Councillor for many years, and when no longer on Council retained close association with Council through involvement with the Lady Mayoress' Committee.",,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,City of Broadmeadows,Yes,PNC 1296,,,POINT (144.8995766 -37.6949694)
20677,VIC,BAW BAW SHIRE,12756,JOHN CREEK,REGISTERED,WACO,WATERCOURSE,145.8304394,-37.9024753,18211,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.8304394 -37.9024753)
20678,VIC,BAW BAW SHIRE,12757,JOHN CREEK,REGISTERED,WACO,WATERCOURSE,146.3593197,-37.9800491,18212,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.3593197 -37.9800491)
20679,VIC,EAST GIPPSLAND SHIRE,12755,JOHN CREEK,REGISTERED,WACO,WATERCOURSE,147.6870491,-37.6678026,18210,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.6870491 -37.6678026)
20680,VIC,WELLINGTON SHIRE,52211,JOHN CREW MEMORIAL PICNIC AREA,REGISTERED,PARK,PARK,146.6615668,-38.6223888,53159,,,FALSE,,,2001-11-22,"G47, page 2916",,"In recognition of John Laurence Crew born on 8 March 1951 - 23 December 1999. Mr Crew had a long association with the community and held a number of positions, which included Alberton West School Councillor, member of the Ground Committee, Yarram A.B. Committee, Alberton West Fire Brigade and President of Jaycees.",,,,22,11,2001,Council,,,,,,,,  ,,,,,,,,,,,,,,,,,,,Wellington Shire Council,Yes,Proposal to name Western End of the Albert River Reserve The 'John Crew Memorial Picnic Area'.,,,POINT (146.6615668 -38.6223888)
20681,VIC,PORT PHILLIP CITY,51626,JOHN CRIBBES FOOTBRIDGE,REGISTERED,FOOT,FOOTBRIDGE,144.976117,-37.8788757,51626,,,FALSE,,,1999-10-07,G40 2236,,"Mr John Cribbes was a resident, Councillor and Deputy Mayor of the former St Kilda City Council. He was committed to the beautification of the Elwood Canal, the foreshore and the construction of the footbridge.

OGN file LA/12/0099/1",,,,,,,Council,,,,,,,,1,,,,,,,,,,,,,,,,,,,City of Port Phillip,Yes,,,,POINT (144.976117 -37.8788757)
20682,VIC,GREATER GEELONG CITY,120986,JOHN CROFT RESERVE,REGISTERED,PARK,PARK,144.3339324,-38.2087893,120463,,,FALSE,,,,Sourced from Vicmap Oct 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.3339324 -38.2087893)
20683,VIC,MURRINDINDI SHIRE,12758,JOHN CUMMINS NATURE PARK,REGISTERED,PARK,PARK,145.4282545,-37.2072084,18213,,,FALSE,,,,,,"Yea (picnic area, wetland reserve). The late John Cummins was a bulldozer operator and volunteer firefighter who landscaped this reserve free of charge [Elaine White]. Adjoining the park is the Yea River Wetland Walk.",,,,,,,Book,"Sinnott, Nigel","Place-Names of the Alexandra, Lake Eildon and Big River Area of Victoria",,,,Friends of the Alexandra Library,Alexandra,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.4282545 -37.2072084)
20684,VIC,MACEDON RANGES SHIRE,12759,JOHN D CLIFFORD MEMORIAL RESERVE,REGISTERED,PARK,PARK,144.5594586,-37.4197293,18214,,,FALSE,,,,,,"Named for John D. Clifford, who was a long standing, playing member of the Macedon Football and Cricket Clubs, and had been a coach to both junior teams. The clubs requested the name as a tribute after John Clifford died while walking off the cricket ground in 1986. ",,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Shire of Gisborne ,Yes,PNC File 1121,,,POINT (144.5594586 -37.4197293)
20685,VIC,HEPBURN SHIRE,12760,JOHN DICKS CREEK,REGISTERED,WACO,WATERCOURSE,144.0561075,-37.2787406,18215,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.0561075 -37.2787406)
20686,VIC,WANGARATTA RURAL CITY,12761,JOHN EDWIN SCOTT WATER RESERVE,REGISTERED,PARK,PARK,146.2445892,-36.469848,18216,,,FALSE,,,,,,'Mr. Scott was a Commissioner on the Glenrowan Waterworks Trust from 1949 until his death in 1973 and was chairman of the Trust for most of that time.',,,,,,,Manuscript,Place Names Committee Files,Submission,21,10,1980,,,1,,,,,,,PNC file number 826,,,,,,,,,,,,,,,,,POINT (146.2445892 -36.469848)
20687,VIC,FRANKSTON CITY,123570,JOHN FAMECHON MONUMENT,REGISTERED,MONU,MONUMENT,145.1588522,-38.1524914,122909,Man,,FALSE,,,2018-01-18,"G3, PAGE 81",,"Johnny Famechon (1945-2022), originally from Paris, France, Johnny migrated to Australia when he was 5 years old. In 1969 Johnny became the Lineal and WBC featherweight Champion after defeating opponent Jose Legra. In his brief time as Champion Johnny defended his title twice against Japan&#39;s own Fighting Harada before finally losing the title to Vicente Saldivar in 1970. Shortly thereafter Johnny retired from boxing at the age of 25 having won 56 of his 67 professional fights.",,,,,,,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Geographic Names Victoria,,POINT (145.1588522 -38.1524914)
20688,VIC,MORELAND CITY,103735,JOHN FAWKNER SECONDARY COLLEGE,REGISTERED,SESC,SECONDARY SCHOOL,144.9718649,-37.7026978,15454,,,FALSE,,,2009-12-24,"G52, p3444",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.9718649 -37.7026978)
20689,VIC,LATROBE CITY,12762,JOHN FIELD RESERVE,REGISTERED,PARK,PARK,146.2955437,-38.1772682,15536,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.2955437 -38.1772682)
20690,VIC,CENTRAL GOLDFIELDS SHIRE,12763,JOHN FLYNN MEMORIAL MONUMENT,REGISTERED,MONU,MONUMENT,143.664295,-36.751802,3867,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (143.664295 -36.751802)
20691,VIC,EAST GIPPSLAND SHIRE,52128,JOHN FLYNN MEMORIAL RESERVE,REGISTERED,PARK,PARK,148.1736287,-37.4980086,53107,,,FALSE,,,2004-03-18,"G12, page 582",,"Named in recognition of John Flynn, who was a resident of Buchan and contributed to the promotion of the Buchan Caves through his papers and photographs.",,,,18,3,2004,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,East Gippsland Shire,Yes,,,,POINT (148.1736287 -37.4980086)
20692,VIC,BOROONDARA CITY,32553,JOHN GARDINER HIGH SCHOOL,HISTORICAL,SESC,SECONDARY SCHOOL,145.0450729,-37.8398668,17228,Man,,FALSE,,,,,,"'The name 'Hawthorn' was for a time written with a final 'e.'  Herald, 8.9.13, says it was named after Lieutenant Hawthorne, of the Frigate Phantom or the Frigate Electra, which visited the port between 1852 and 1854.'",,,,,,,Book,"O'Callaghan, Thos",Names of Victorian Railways Stations,,,1918,Government Printer,Melbourne,52,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.0450729 -37.8398668)
20693,VIC,BOROONDARA CITY,120584,JOHN GARDINER RESERVE,REGISTERED,PARK,PARK,145.0434226,-37.8407857,120123,,,FALSE,,,,Sourced from Vicmap Oct 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.0434226 -37.8407857)
20694,VIC,WODONGA CITY,121861,JOHN HADDLETON PARK,REGISTERED,PARK,PARK,146.858674,-36.139495,121255,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.858674 -36.139495)
20695,VIC,WODONGA CITY,104261,JOHN HADDLETON PARK,REGISTERED,PARK,PARK,146.8580674,-36.1394765,104093,,,FALSE,,,,,,One of a number of 1861 selectors (purchasers of land) in the area between House and Felltimber Creeks. ,,,,,,,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City of Wodonga,,POINT (146.8580674 -36.1394765)
20696,VIC,GREATER DANDENONG CITY,12764,JOHN HEMMINGS MEMORIAL PARK,REGISTERED,PARK,PARK,145.2084,-37.9809336,18217,,,FALSE,,,,,,Named after a previous owner of part of the land who bequeathed his 10 acres as &quot;a Memorial Park in memory of my admiration for the brave soldiers who went from Australia to fight in the was 1914-1918 in defence of the honour and liberties of the British Empire&quot;.,,,Yes,,,,Manuscript,City of Dandenong,Place Names Committee File,,4,1994,,,9-Jan,,,,,,,File 1430 Microfiche,,,,,,,,,,,,,,,,,POINT (145.2084 -37.9809336)
20697,VIC,CARDINIA SHIRE,123043,JOHN HENRY PRIMARY SCHOOL,REGISTERED,PRSC,PRIMARY SCHOOL,145.4428108,-38.0775259,122408,,,FALSE,,,2016-09-29,"G39, PAGE 2434",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.4428108 -38.0775259)
20699,VIC,YARRA RANGES SHIRE,12765,JOHN HILL,REGISTERED,HILL,HILL,145.4173669,-37.9120702,18218,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.4173669 -37.9120702)
20700,VIC,HUME CITY,103538,JOHN ILHAN MEMORIAL RESERVE,REGISTERED,PARK,PARK,144.9186523,-37.6646638,103520,,,FALSE,,,,,,"Named in memory of John Ilhan, a nationally prominent businessman who was a long-term Broadmeadows resident and supporter of a number of community and sporting organisations in Hume City and beyond.  ",,,,,,,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hume City Council,,POINT (144.9186523 -37.6646638)
20701,VIC,KINGSTON CITY,51396,JOHN LINDSAY RESERVE,REGISTERED,PARK,PARK,145.1385867,-38.079744,51396,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.1385867 -38.079744)
20702,VIC,STONNINGTON CITY,117149,JOHN MACKENZIE KINDERGARTEN,RECORDED,EAED,EARLY EDUCATION,145.0194559,-37.8421468,116904,,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.0194559 -37.8421468)
20703,VIC,BRIMBANK CITY,100111,JOHN MCLEOD RESERVE,REGISTERED,PARK,PARK,144.7772659,-37.7722517,14152,Man,,FALSE,,,2008-01-10,"G2, page 72",,"Name honours John McLeod who served the Deer Park community for 48 years, particularly as a committee member and office bearer of the Deer Park Football and Cricket Clubs.",,,,,,,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Brimbank City Council,,POINT (144.7772659 -37.7722517)
20704,VIC,HUME CITY,122112,JOHN MCMAHON RESERVE,REGISTERED,PARK,PARK,144.7574708,-37.5742141,121501,Man,,FALSE,,,2015-06-04,"G22, Page 1245",,"The late Mr John James McMahon passed away in February 2013. He is a Shire of Bulla Councillor for 15 years with three as Shire President. He is a member of the Sunbury Water board for 40 years with 30 as Chairman; a life member of the Sunbury Football Club for many years, including the position of Chairman approximately 12 times; a life member of the Sunbury CFA and a captain for 16 years; Chairman of the Sunbury Bowling Club for many years; President of the Sunbury Show Committee for 12 years; and Chairman of the local Catholic Church Committee for many years.
",,,,,,2015,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Hume City,,,,,POINT (144.7574708 -37.5742141)
20705,VIC,MONASH CITY,103818,JOHN MONASH SCIENCE SCHOOL,REGISTERED,FUED,FURTHER EDUCATION,145.128617,-37.9138757,103659,,,FALSE,,,2010-03-25,"G12, p599",,"Commemorates General Sir John Monash GCMG, KCB, VD (1865-1931).  [See Australian Dictionary of Biography Vol.10 (1986).]",,,,,,,Website,"Serle, Geoffrey",,2,12,2014,,,,,,,,,,,Australian Dictionary of Biography,"Monash, Sir John",Australian Dictionary of Biography,http://adb.anu.edu.au/biography/monash-sir-john-7618,,,,,,,,,,,,,POINT (145.128617 -37.9138757)
20706,VIC,HOBSONS BAY CITY,12766,JOHN MORLEY RESERVE,REGISTERED,PARK,PARK,144.9029226,-37.85874,18219,,,FALSE,,,,,,'Mr Morley served this municipality as Town Clerk from 1947 to 1977.',,,,,,,Manuscript,Place Names Committee Files,Submission,15,5,1980,,,1,,,,,,,PNC file number 755A,,,,,,,,,,,,,,,,,POINT (144.9029226 -37.85874)
20707,VIC,CASEY CITY,52304,JOHN PANDAZOPOULOS HALL,REGISTERED,HALL,HALL,145.2382003,-37.9934591,53236,Man,,FALSE,,,2002-11-14,"G46, page 3030.",,"In honour of Mr John Panazopoulos former Councillor and Minister for Tourism Employment Gaming, and Minister assisting Premier on Multi Cultural Affairs.  ",,,,14,11,2002,Council,,,,,,,,1,,,,,,,,,,,,,,,,,,,Casey City Council,Yes,Letter Ref:: 21/10/6/34-26-9-1-1/9,,,POINT (145.2382003 -37.9934591)
20708,VIC,FRANKSTON CITY,105636,JOHN PAUL COLLEGE,REGISTERED,SESC,SECONDARY SCHOOL,145.138872,-38.1355571,105406,,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.138872 -38.1355571)
20709,VIC,WODONGA CITY,104268,JOHN POTTER PARK,REGISTERED,PARK,PARK,146.8655862,-36.1488503,104100,,,FALSE,,,,,,John Potter is one of Wodonga's main property developers.  His family owns the nearby historic homestead 'Cambourne'.,,,,,,,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City of Wodonga,,POINT (146.8655862 -36.1488503)
20710,VIC,WODONGA CITY,104258,JOHN SCHWIND PARK,REGISTERED,PARK,PARK,146.8472878,-36.1332525,104090,,,FALSE,,,,,,"John Schwind was one of Wodonga's earliest pioneers, having come from Germany in 1863.",,,,,,,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,City of Wodonga,,POINT (146.8472878 -36.1332525)
20711,VIC,YARRA CITY,117150,JOHN STREET COMMUNITY EARLY CHILDHOOD CO-OPERATIVE,RECORDED,EAED,EARLY EDUCATION,144.9762329,-37.8005968,116905,,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (144.9762329 -37.8005968)
20712,VIC,CASEY CITY,12767,JOHN STROVER RESERVE,REGISTERED,PARK,PARK,145.270147,-37.9614657,18220,Man,,FALSE,,,,,,"Named after the first City Planner in the City of Berwick in 1973. Underground power, larger open space areas in prime locations, tree reserves, etc, can be attributed to John Strover.",,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,City of Berwick.,Yes,PNC 1225,,,POINT (145.270147 -37.9614657)
20713,VIC,WHITEHORSE CITY,12768,JOHN STUBBS RESERVE,REGISTERED,PARK,PARK,145.1204226,-37.83874,18224,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.1204226 -37.83874)
20714,VIC,MORELAND CITY,122357,JOHN VANDELOO RESERVE,REGISTERED,PARK,PARK,144.919961,-37.7158276,121736,Man,,FALSE,,,2015-07-30,"G30, Page 1659",,"John Vandeloo was a Glenroy retail businessman, community worker, and Honorary Magistrate (Justice of the Peace and Bail Justice). He was awarded an &#39;Order of Australia for Community Service&#39;.",,,,,,2015,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Moreland City,,,,,POINT (144.919961 -37.7158276)
20715,VIC,INDIGO SHIRE,52385,JOHN VOSS FOOTBRIDGE,REGISTERED,FOOT,FOOTBRIDGE,146.3904374,-36.0190537,53296,,,FALSE,,,2004-02-26,"G9, page 444",,Named in honour of John Voss who contributed decades of voluntary assistance to local sporting and community organisations.,,,,,,,OGN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Indigo Shire Council,,POINT (146.3904374 -36.0190537)
20716,VIC,COLAC OTWAY SHIRE,12769,JOHN W GARDNER RESERVE,REGISTERED,PARK,PARK,143.570145,-38.6367924,3868,Man,,FALSE,,,,,,Named after a pioneer settler in the Beech Forest area. ,,,,,,,Council,,,,,,,,,,,,,,,,,,,,,,,,,,,Shire of Otway,Yes,PNC 1229,,,POINT (143.570145 -38.6367924)
20718,VIC,HUME CITY,12770,JOHN WILTON RESERVE,REGISTERED,PARK,PARK,144.91126,-37.6831812,18221,,,FALSE,,,,,,"'The name has been allocated by Council in recognition of the long and excellent service to the community of Broadmeadows by Mr. John Wilton, M. L. A., Member for Broadmeadows, for a period of 23 years.  Mr. Wilton retired on the 26th January 1985.'",,,,,,,Manuscript,Place Names Committee Files,Submission,1,5,1985,,,1,,,,,,,PNC file number 1065,,,,,,,,,,,,,,,,,POINT (144.91126 -37.6831812)
20719,VIC,MANSFIELD SHIRE,119782,JOHN WOOD SPORTS GROUND,REGISTERED,SPGR,SPORTSGROUND,146.2430613,-37.5602647,119384,,,FALSE,,,2014-05-08,"G19, Page 861",,"The Woods Point community wanted to acknowledge the efforts of John Wood and his contributions to the town as a member of this Reserve's committee, the Progress Assoc. the Community Association and the Gun Club .  His love of Woods Point and his committment to its people is widely acknowledged by the community and supported by the Mansfield Shire. (Name published in the Victoria Government Gazette dated 8 May 2014 Page 861)",ENGLISH,,,8,5,2014,Manuscript,Margaret Martyn,Letter,20,4,2013,,,,,,,,,,902282,,,,,,,,,,,,,,,,,POINT (146.2430613 -37.5602647)
20720,VIC,EAST GIPPSLAND SHIRE,12771,JOHNNIES TOP,REGISTERED,PEAK,PEAK,147.8301445,-36.7531814,18222,,,FALSE,,,,,,"Said to be named after John (Johnny) A.C. Pendergast, an early settler who held a pastoral run in the Omeo area with his brother.",,,,,,,Manuscript,Shire of Omeo,Beloka Range Trig Station/Johnnies Top,18,6,1976,,,1,,,,,,,OGN Box 02 Folder 07,,,,,,,,,,,,,,,,,POINT (147.8301445 -36.7531814)
20721,VIC,ALPINE SHIRE,12772,JOHNNY CAKE CREEK,REGISTERED,WACO,WATERCOURSE,147.1846031,-37.1961199,18223,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.1846031 -37.1961199)
20722,VIC,EAST GIPPSLAND SHIRE,12773,JOHNNY CAKE CREEK,REGISTERED,WACO,WATERCOURSE,148.4319852,-37.537893,18225,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (148.4319852 -37.537893)
20723,VIC,WEST WIMMERA SHIRE,12774,JOHNNY MULLAGH MEMORIAL PARK,REGISTERED,PARK,PARK,141.5907366,-37.169197,3869,,,FALSE,,,,,,'Johnny Mullagh Memorial Park' after the Aboriginal crickter of that name.',,,,,,,Manuscript,Place Names Committee Files,Submission,9,2,1973,,,1,,,,,,,PNC file number 258,,,,,,,,,,,,,,,,,POINT (141.5907366 -37.169197)
20724,VIC,SOUTH GIPPSLAND SHIRE,12775,JOHNNY SOUEY COVE,REGISTERED,BAY,BAY,146.4841461,-38.8883765,18226,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.4841461 -38.8883765)
20725,VIC,SOUTH GIPPSLAND SHIRE,12776,JOHNNY SOUEY POINT,REGISTERED,POIN,POINT,146.4869872,-38.8940927,18227,,,FALSE,,,,,,Named after a Chinese fish curing operator here in the early 1860s.,,,,,,,Website,Eric Bird,,12,10,2006,,,,,,,,,,,Beaumaris Conservation Society Inc,Place Names on the Coast of Victoria,Beaumaris Conservation Society Inc,http://www.bcs.asn.au/vic_coast.pdf,,,,,,,,,,,,,POINT (146.4869872 -38.8940927)
20726,VIC,SOUTH GIPPSLAND SHIRE,12777,JOHNNY SOUEY TRACK,REGISTERED,WLTR,WALKING TRACK,146.46376,-38.9081814,18228,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.46376 -38.9081814)
20727,VIC,EAST GIPPSLAND SHIRE,32662,JOHNS CREEK,HISTORICAL,WACO,WATERCOURSE,147.6870491,-37.6678026,18210,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (147.6870491 -37.6678026)
20728,VIC,YARRA RANGES SHIRE,12778,JOHNS HILL,REGISTERED,SUMA,SURVEY MARKER,145.4165336,-37.9117925,18229,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.4165336 -37.9117925)
20729,VIC,YARRA RANGES SHIRE,32663,JOHNS HILL,HISTORICAL,HILL,HILL,145.4173669,-37.9120702,18218,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.4173669 -37.9120702)
20730,VIC,KNOX CITY,117151,JOHNSON AND FRIENDS CHILD CARE CENTRE,RECORDED,CHCA,CHILD CARE,145.271579,-37.880419,116906,,,FALSE,,,,Sourced from Vicmap Oct 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.271579 -37.880419)
20731,VIC,MILDURA RURAL CITY,12779,JOHNSON BEND,REGISTERED,BEND,BEND,142.1214278,-34.1564694,3870,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (142.1214278 -34.1564694)
20732,VIC,EAST GIPPSLAND SHIRE,12780,JOHNSON BRIDGE,REGISTERED,ROBR,ROAD BRIDGE,149.6927587,-37.4438396,18231,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (149.6927587 -37.4438396)
20733,VIC,YARRA RANGES SHIRE,12783,JOHNSON CREEK,REGISTERED,WACO,WATERCOURSE,145.7999068,-37.7676256,18234,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.7999068 -37.7676256)
20734,VIC,BAW BAW SHIRE,12782,JOHNSON CREEK,REGISTERED,WACO,WATERCOURSE,146.3083828,-37.684694,18233,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.3083828 -37.684694)
20735,VIC,MURRINDINDI SHIRE,12781,JOHNSON CREEK,REGISTERED,WACO,WATERCOURSE,145.7377035,-37.1435958,18232,,,FALSE,,,,,,"Rises from the Puzzle Range south-west of Conundrum; tributary north of Alexandra of the Goulburn River. Gold discovered by Charles Jones ca. 1866. Named from the Eglinton grazing run. (The Creek name is usually spelt with one g and the Cutting with two.) Also called Johnson's Creek after Henry Johnson (occupied the Eglinton run 1858-81). There was a Johnson's Creek State School, 1924-34. ",,,,,,,Book,"Sinnott, Nigel","Place-Names of the Alexandra, Lake Eildon and Big River Area of Victoria",,,,Friends of the Alexandra Library,Alexandra,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.7377035 -37.1435958)
20736,VIC,MANSFIELD SHIRE,12784,JOHNSON HILL,REGISTERED,HILL,HILL,146.2985147,-37.589249,18235,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (146.2985147 -37.589249)
20737,VIC,YARRA RANGES SHIRE,12785,JOHNSON KNOB,REGISTERED,HILL,HILL,145.7966786,-37.7684555,18236,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.7966786 -37.7684555)
20738,VIC,STONNINGTON CITY,12786,JOHNSON OVAL,REGISTERED,PARK,PARK,145.0418115,-37.848459,18237,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.0418115 -37.848459)
20739,VIC,DAREBIN CITY,12787,JOHNSON PARK,REGISTERED,PARK,PARK,145.0094849,-37.7761764,18238,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.0094849 -37.7761764)
20740,VIC,KNOX CITY,12788,JOHNSON PARK,HISTORICAL,PARK,PARK,145.2618115,-37.869848,18239,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (145.2618115 -37.869848)
