WKT,id,NAT_ID,AUTH_ID,NAME,FEATURE,CATEGORY,GROUP,LATITUDE,LONGITUDE,AUTHORITY,SUPPLY_DATE,STATUS
POINT (147.31815 -43.39985),197291,TAS_7506K,7506K,Captain Cook Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.39985,147.31815,TAS,2024-07-07,gazetted
POINT (146.01463 -42.23284),197292,TAS_647H,647H,Carbonate Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.23284,146.01463,TAS,2024-07-07,gazetted
POINT (148.05143 -41.62849),197293,TAS_14128R,14128R,Cardiff Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.62849,148.05143,TAS,2024-07-07,gazetted
POINT (145.84225 -42.14361),197294,TAS_2943P,2943P,Cardigan River,WATERCOURSE,WATERWAY,HYDROLOGY,-42.14361,145.84225,TAS,2024-07-07,gazetted
POINT (147.39271 -41.24685),197295,TAS_20924W,20924W,Carins Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.24685,147.39271,TAS,2024-07-07,gazetted
POINT (146.13953 -41.47901),197296,TAS_2742S,2742S,Carlson Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.47901,146.13953,TAS,2024-07-07,gazetted
POINT (147.77469 -42.72482),197297,TAS_3287W,3287W,Carlton River,WATERCOURSE,WATERWAY,HYDROLOGY,-42.72482,147.77469,TAS,2024-07-07,gazetted
POINT (147.49834 -41.41786),197298,TAS_4863D,4863D,Carneys Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.41786,147.49834,TAS,2024-07-07,gazetted
POINT (146.38973 -41.30715),197299,TAS_1792Y,1792Y,Caroline Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.30715,146.38973,TAS,2024-07-07,gazetted
POINT (146.57149 -42.78952),197300,TAS_15002D,15002D,Carpenters Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.78952,146.57149,TAS,2024-07-07,gazetted
POINT (147.71889 -41.28807),197301,TAS_15420W,15420W,Carries Brook,WATERCOURSE,WATERWAY,HYDROLOGY,-41.28807,147.71889,TAS,2024-07-07,gazetted
POINT (145.49038 -40.89447),197302,TAS_12428H,12428H,Carrolls Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-40.89447,145.49038,TAS,2024-07-07,gazetted
POINT (145.99422 -41.61389),197303,TAS_5997F,5997F,Carruthers Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.61389,145.99422,TAS,2024-07-07,gazetted
POINT (148.10834 -41.37554),197304,TAS_5291A,5291A,Carters Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.37554,148.10834,TAS,2024-07-07,gazetted
POINT (147.68074 -41.07382),197305,TAS_8506E,8506E,Carters Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.07382,147.68074,TAS,2024-07-07,gazetted
POINT (147.34168 -42.92848),197306,TAS_4194D,4194D,Cartwright Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.92848,147.34168,TAS,2024-07-07,gazetted
POINT (146.77843 -42.51105),197307,TAS_15003F,15003F,Cartwrights Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.51105,146.77843,TAS,2024-07-07,gazetted
POINT (148.04627 -41.13063),197308,TAS_7819B,7819B,Cascade Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.13063,148.04627,TAS,2024-07-07,gazetted
POINT (147.61103 -41.42678),197309,TAS_15422B,15422B,Cascade Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.42678,147.61103,TAS,2024-07-07,gazetted
POINT (145.90361 -41.09282),197310,TAS_6307A,6307A,Cascade Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.09282,145.90361,TAS,2024-07-07,gazetted
POINT (147.83636 -41.19799),197311,TAS_1958M,1958M,Cascade River,WATERCOURSE,WATERWAY,HYDROLOGY,-41.19799,147.83636,TAS,2024-07-07,gazetted
POINT (146.56795 -42.64183),197312,TAS_658P,658P,Cascade Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-42.64183,146.56795,TAS,2024-07-07,gazetted
POINT (147.8056 -43.07027),197313,TAS_12178D,12178D,Cascades Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-43.07027,147.8056,TAS,2024-07-07,gazetted
POINT (146.49044 -42.59819),197314,TAS_9082E,9082E,Cashions Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.59819,146.49044,TAS,2024-07-07,gazetted
POINT (147.40924 -42.60521),197315,TAS_8922R,8922R,Cashman Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.60521,147.40924,TAS,2024-07-07,gazetted
POINT (145.61859 -40.9468),197316,TAS_6109K,6109K,Cassidys Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-40.9468,145.61859,TAS,2024-07-07,gazetted
POINT (144.90609 -41.26671),197317,TAS_4696F,4696F,Cassiterite Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.26671,144.90609,TAS,2024-07-07,gazetted
POINT (147.71223 -41.75408),197318,TAS_2571L,2571L,Castle Cary Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-41.75408,147.71223,TAS,2024-07-07,gazetted
POINT (146.95381 -43.1229),197319,TAS_19072M,19072M,Castle Forbes Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-43.1229,146.95381,TAS,2024-07-07,gazetted
POINT (145.28694 -41.67946),197320,TAS_3939S,3939S,Castles Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.67946,145.28694,TAS,2024-07-07,gazetted
POINT (146.08362 -41.3691),197321,TAS_249A,249A,Castra Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-41.3691,146.08362,TAS,2024-07-07,gazetted
POINT (145.32099 -41.53766),197322,TAS_2316B,2316B,Castray River,WATERCOURSE,WATERWAY,HYDROLOGY,-41.53766,145.32099,TAS,2024-07-07,gazetted
POINT (146.88696 -41.45191),197323,TAS_7671Q,7671Q,Cat and Kitten Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.45191,146.88696,TAS,2024-07-07,gazetted
POINT (148.02099 -41.64006),197324,TAS_12744L,12744L,Cat and Kitten Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.64006,148.02099,TAS,2024-07-07,gazetted
POINT (146.77578 -43.52848),197325,TAS_7507M,7507M,Catamaran River,WATERCOURSE,WATERWAY,HYDROLOGY,-43.52848,146.77578,TAS,2024-07-07,gazetted
POINT (145.67945 -42.58599),197326,TAS_10890X,10890X,Cataract Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.58599,145.67945,TAS,2024-07-07,gazetted
POINT (145.19869 -41.62867),197327,TAS_3041S,3041S,Cataract Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.62867,145.19869,TAS,2024-07-07,gazetted
POINT (146.78752 -42.7377),197328,TAS_3193G,3193G,Cataract Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-42.7377,146.78752,TAS,2024-07-07,gazetted
POINT (145.22193 -41.10304),197329,TAS_17519K,17519K,Catcher Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.10304,145.22193,TAS,2024-07-07,gazetted
POINT (148.15318 -41.49109),197330,TAS_5292C,5292C,Catos Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.49109,148.15318,TAS,2024-07-07,gazetted
POINT (147.05173 -43.09944),197331,TAS_8197L,8197L,Catos Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.09944,147.05173,TAS,2024-07-07,gazetted
POINT (145.867 -41.47833),197332,TAS_13876J,13876J,Cattley Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.47833,145.867,TAS,2024-07-07,gazetted
POINT (146.19117 -42.34936),197333,TAS_23505H,23505H,Cavalier Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.34936,146.19117,TAS,2024-07-07,gazetted
POINT (148.26934 -42.0106),197334,TAS_11087C,11087C,Cave Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.0106,148.26934,TAS,2024-07-07,gazetted
POINT (143.87893 -40.09529),197335,TAS_16249C,16249C,Caves Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-40.09529,143.87893,TAS,2024-07-07,gazetted
POINT (147.84789 -41.35656),197336,TAS_22735X,22735X,Caves Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.35656,147.84789,TAS,2024-07-07,gazetted
POINT (147.02631 -43.27429),197337,TAS_21188C,21188C,Cawthorns Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.27429,147.02631,TAS,2024-07-07,gazetted
POINT (147.84425 -42.34628),197338,TAS_6979T,6979T,Cayenne Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.34628,147.84425,TAS,2024-07-07,gazetted
POINT (145.60611 -42.06861),197339,TAS_9726C,9726C,Cemetery Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.06861,145.60611,TAS,2024-07-07,gazetted
POINT (147.90764 -41.19785),197340,TAS_8507G,8507G,Cemetery Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.19785,147.90764,TAS,2024-07-07,gazetted
POINT (145.46224 -41.17085),197341,TAS_17520S,17520S,Central Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.17085,145.46224,TAS,2024-07-07,gazetted
POINT (145.62157 -41.74631),197342,TAS_3251R,3251R,Central Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.74631,145.62157,TAS,2024-07-07,gazetted
POINT (148.08619 -40.38868),197343,TAS_17241C,17241C,Centre Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-40.38868,148.08619,TAS,2024-07-07,gazetted
POINT (146.0625 -41.9527),197344,TAS_505A,505A,Cephissus Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.9527,146.0625,TAS,2024-07-07,gazetted
POINT (146.597 -42.50376),197345,TAS_3092T,3092T,Chalkeys Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.50376,146.597,TAS,2024-07-07,gazetted
POINT (145.88688 -41.81211),197346,TAS_518L,518L,Chalmers Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.81211,145.88688,TAS,2024-07-07,gazetted
POINT (145.52355 -41.7916),197347,TAS_9810R,9810R,Chamberlain Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.7916,145.52355,TAS,2024-07-07,gazetted
POINT (148.21409 -41.84025),197348,TAS_10824Y,10824Y,Champ Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.84025,148.21409,TAS,2024-07-07,gazetted
POINT (146.33117 -42.5226),197349,TAS_8198N,8198N,Chaplin Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.5226,146.33117,TAS,2024-07-07,gazetted
POINT (146.60585 -43.5158),197350,TAS_18208S,18208S,Chapman Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.5158,146.60585,TAS,2024-07-07,gazetted
POINT (145.48126 -40.89302),197351,TAS_12429K,12429K,Chapmans Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-40.89302,145.48126,TAS,2024-07-07,gazetted
POINT (147.54036 -42.317),197352,TAS_11466D,11466D,Charles Brown Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.317,147.54036,TAS,2024-07-07,gazetted
POINT (145.61448 -42.24166),197353,TAS_2860H,2860H,Charlies Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.24166,145.61448,TAS,2024-07-07,gazetted
POINT (146.9361 -42.74842),197354,TAS_15010D,15010D,Charlies Hope Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.74842,146.9361,TAS,2024-07-07,gazetted
POINT (146.51579 -42.86285),197355,TAS_23292P,23292P,Charon Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-42.86285,146.51579,TAS,2024-07-07,gazetted
POINT (147.67754 -42.86288),197356,TAS_4772W,4772W,Chaseys Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.86288,147.67754,TAS,2024-07-07,gazetted
POINT (145.95008 -41.09681),197357,TAS_1656E,1656E,Chasm Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.09681,145.95008,TAS,2024-07-07,gazetted
POINT (147.98017 -42.94846),197358,TAS_1678S,1678S,Chasm Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.94846,147.98017,TAS,2024-07-07,gazetted
POINT (145.53944 -41.76209),197359,TAS_9811T,9811T,Chasm Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.76209,145.53944,TAS,2024-07-07,gazetted
POINT (146.19818 -41.45675),197360,TAS_9144A,9144A,Cheeks Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.45675,146.19818,TAS,2024-07-07,gazetted
POINT (145.50857 -41.13476),197361,TAS_6308C,6308C,Chellis Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.13476,145.50857,TAS,2024-07-07,gazetted
POINT (148.31246 -42.18118),197362,TAS_11088E,11088E,Cherry Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.18118,148.31246,TAS,2024-07-07,gazetted
POINT (146.50091 -43.27115),197363,TAS_16586R,16586R,Cherry Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.27115,146.50091,TAS,2024-07-07,gazetted
POINT (144.98302 -41.09383),197364,TAS_809M,809M,Chester Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.09383,144.98302,TAS,2024-07-07,gazetted
POINT (145.54134 -41.70718),197365,TAS_5998H,5998H,Chester Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-41.70718,145.54134,TAS,2024-07-07,gazetted
POINT (147.00642 -41.50432),197366,TAS_19859W,19859W,Chester Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-41.50432,147.00642,TAS,2024-07-07,gazetted
POINT (145.34685 -41.96837),197367,TAS_3760R,3760R,Chevron Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.96837,145.34685,TAS,2024-07-07,gazetted
POINT (148.15974 -40.14206),197368,TAS_4654G,4654G,Chew Tobacco Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-40.14206,148.15974,TAS,2024-07-07,gazetted
POINT (147.81159 -42.21838),197369,TAS_12821E,12821E,Chicken Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.21838,147.81159,TAS,2024-07-07,gazetted
POINT (147.93029 -41.16769),197370,TAS_8508J,8508J,Chid Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.16769,147.93029,TAS,2024-07-07,gazetted
POINT (148.10747 -41.20869),197371,TAS_8700J,8700J,Chilcotts Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.20869,148.10747,TAS,2024-07-07,gazetted
POINT (144.86385 -41.5348),197372,TAS_4133X,4133X,Chimney Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.5348,144.86385,TAS,2024-07-07,gazetted
POINT (147.62042 -42.83635),197373,TAS_4773Y,4773Y,China Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.83635,147.62042,TAS,2024-07-07,gazetted
POINT (147.6015 -41.11956),197374,TAS_8509L,8509L,China Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.11956,147.6015,TAS,2024-07-07,gazetted
POINT (147.89453 -41.09734),197375,TAS_8510T,8510T,Chinamans Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.09734,147.89453,TAS,2024-07-07,gazetted
POINT (148.28888 -42.31785),197376,TAS_11089G,11089G,Chinese Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.31785,148.28888,TAS,2024-07-07,gazetted
POINT (146.58228 -41.65535),197377,TAS_8028W,8028W,Chittys Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.65535,146.58228,TAS,2024-07-07,gazetted
POINT (145.55036 -41.98961),197378,TAS_9812X,9812X,Chrisp Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.98961,145.55036,TAS,2024-07-07,gazetted
POINT (146.51982 -42.69818),197379,TAS_3143H,3143H,Chrisps Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.69818,146.51982,TAS,2024-07-07,gazetted
POINT (145.85324 -42.39296),197380,TAS_4147L,4147L,Christina Brook,WATERCOURSE,WATERWAY,HYDROLOGY,-42.39296,145.85324,TAS,2024-07-07,gazetted
POINT (145.80905 -41.60047),197381,TAS_5999K,5999K,Christmas Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.60047,145.80905,TAS,2024-07-07,gazetted
POINT (146.43334 -41.87054),197382,TAS_12065G,12065G,Christys Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.87054,146.43334,TAS,2024-07-07,gazetted
POINT (145.44582 -41.72071),197383,TAS_3940C,3940C,Chromite Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.72071,145.44582,TAS,2024-07-07,gazetted
POINT (145.36746 -41.13742),197384,TAS_4346D,4346D,Chuckling Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.13742,145.36746,TAS,2024-07-07,gazetted
POINT (147.98993 -41.08396),197385,TAS_8511X,8511X,Chung Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.08396,147.98993,TAS,2024-07-07,gazetted
POINT (146.85669 -42.56045),197386,TAS_15012H,15012H,Church Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.56045,146.85669,TAS,2024-07-07,gazetted
POINT (146.4384 -42.70539),197387,TAS_656K,656K,Churchill Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.70539,146.4384,TAS,2024-07-07,gazetted
POINT (146.78721 -41.80034),197388,TAS_20354D,20354D,Cider Park Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.80034,146.78721,TAS,2024-07-07,gazetted
POINT (146.90143 -41.07385),197389,TAS_19166C,19166C,Cimitiere Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.07385,146.90143,TAS,2024-07-07,gazetted
POINT (147.89185 -42.3834),197390,TAS_19191E,19191E,Clanraven Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.3834,147.89185,TAS,2024-07-07,gazetted
POINT (147.42795 -42.87787),197391,TAS_5423P,5423P,Clarence Plains Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-42.87787,147.42795,TAS,2024-07-07,gazetted
POINT (146.36174 -42.16616),197392,TAS_4400E,4400E,Clarence River,WATERCOURSE,WATERWAY,HYDROLOGY,-42.16616,146.36174,TAS,2024-07-07,gazetted
POINT (145.6146 -41.98148),197393,TAS_9813A,9813A,Clark Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.98148,145.6146,TAS,2024-07-07,gazetted
POINT (145.56247 -42.30301),197394,TAS_3138P,3138P,Clark River,WATERCOURSE,WATERWAY,HYDROLOGY,-42.30301,145.56247,TAS,2024-07-07,gazetted
POINT (145.97393 -41.11991),197395,TAS_6309E,6309E,Clarkes Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.11991,145.97393,TAS,2024-07-07,gazetted
POINT (146.9686 -42.95551),197396,TAS_15015P,15015P,Clarks Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.95551,146.9686,TAS,2024-07-07,gazetted
POINT (146.99395 -43.06408),197397,TAS_5827M,5827M,Clarks Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-43.06408,146.99395,TAS,2024-07-07,gazetted
POINT (147.29671 -42.76756),197398,TAS_9441W,9441W,Clarries Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.76756,147.29671,TAS,2024-07-07,gazetted
POINT (145.59629 -42.25336),197399,TAS_3139R,3139R,Clayton Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.25336,145.59629,TAS,2024-07-07,gazetted
POINT (147.93076 -41.42283),197400,TAS_15428P,15428P,Claytons Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.42283,147.93076,TAS,2024-07-07,gazetted
POINT (146.21429 -41.24185),197401,TAS_1690J,1690J,Claytons Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-41.24185,146.21429,TAS,2024-07-07,gazetted
POINT (146.3877 -42.87657),197402,TAS_9083G,9083G,Clear Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.87657,146.3877,TAS,2024-07-07,gazetted
POINT (146.60982 -43.13323),197403,TAS_19118H,19118H,Clearwater Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.13323,146.60982,TAS,2024-07-07,gazetted
POINT (147.89044 -42.10876),197404,TAS_5593H,5593H,Clearwater Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.10876,147.89044,TAS,2024-07-07,gazetted
POINT (145.30457 -41.29172),197405,TAS_17521W,17521W,Clearwater Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.29172,145.30457,TAS,2024-07-07,gazetted
POINT (147.16569 -43.1183),197406,TAS_21937C,21937C,Clearwater Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-43.1183,147.16569,TAS,2024-07-07,gazetted
POINT (148.00537 -42.22296),197407,TAS_5594K,5594K,Clements Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.22296,148.00537,TAS,2024-07-07,gazetted
POINT (147.91505 -42.24288),197408,TAS_11467F,11467F,Clemmys Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.24288,147.91505,TAS,2024-07-07,gazetted
POINT (146.58002 -42.83839),197409,TAS_15016R,15016R,Cliff Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.83839,146.58002,TAS,2024-07-07,gazetted
POINT (145.51165 -41.41885),197410,TAS_13882E,13882E,Cliff Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.41885,145.51165,TAS,2024-07-07,gazetted
POINT (148.24424 -41.71965),197411,TAS_12745N,12745N,Cliff Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.71965,148.24424,TAS,2024-07-07,gazetted
POINT (145.47194 -42.03363),197412,TAS_15307S,15307S,Cliffords Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.03363,145.47194,TAS,2024-07-07,gazetted
POINT (147.93751 -41.00198),197413,TAS_7203A,7203A,Clifton Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.00198,147.93751,TAS,2024-07-07,gazetted
POINT (145.44856 -41.89749),197414,TAS_2376E,2376E,Climie Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.89749,145.44856,TAS,2024-07-07,gazetted
POINT (146.86918 -41.2094),197415,TAS_1681G,1681G,Clog Toms Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.2094,146.86918,TAS,2024-07-07,gazetted
POINT (145.12162 -41.61079),197416,TAS_3104Q,3104Q,Club Foot Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.61079,145.12162,TAS,2024-07-07,gazetted
POINT (146.33338 -41.29522),197417,TAS_2744Y,2744Y,Coal Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.29522,146.33338,TAS,2024-07-07,gazetted
POINT (147.58546 -41.67538),197418,TAS_14313T,14313T,Coal Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.67538,147.58546,TAS,2024-07-07,gazetted
POINT (147.52146 -42.48899),197419,TAS_1389X,1389X,Coal River,WATERCOURSE,WATERWAY,HYDROLOGY,-42.48899,147.52146,TAS,2024-07-07,gazetted
POINT (148.10484 -41.7576),197420,TAS_10825B,10825B,Coal Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-41.7576,148.10484,TAS,2024-07-07,gazetted
POINT (147.25922 -43.21755),197421,TAS_10292T,10292T,Coalbrook Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.21755,147.25922,TAS,2024-07-07,gazetted
POINT (146.80946 -41.68908),197422,TAS_20218J,20218J,Coalmine Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.68908,146.80946,TAS,2024-07-07,gazetted
POINT (147.35204 -42.46626),197423,TAS_8923T,8923T,Coalmine Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.46626,147.35204,TAS,2024-07-07,gazetted
POINT (148.00837 -40.95157),197424,TAS_7598H,7598H,Coarse Gold Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-40.95157,148.00837,TAS,2024-07-07,gazetted
POINT (146.17017 -42.15927),197425,TAS_3080K,3080K,Coates Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.15927,146.17017,TAS,2024-07-07,gazetted
POINT (146.77816 -41.65171),197426,TAS_8029Y,8029Y,Cobblers Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.65171,146.77816,TAS,2024-07-07,gazetted
POINT (146.47562 -41.8979),197427,TAS_20533K,20533K,Cobblers Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.8979,146.47562,TAS,2024-07-07,gazetted
POINT (146.8449 -41.21824),197428,TAS_19167E,19167E,Cobblestone Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.21824,146.8449,TAS,2024-07-07,gazetted
POINT (148.26847 -40.91951),197429,TAS_7597F,7597F,Cobler Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-40.91951,148.26847,TAS,2024-07-07,gazetted
POINT (146.97673 -42.7669),197430,TAS_15020H,15020H,Cobos Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.7669,146.97673,TAS,2024-07-07,gazetted
POINT (146.90957 -42.54766),197431,TAS_18984N,18984N,Cockatoo Valley Rivulet,WATERCOURSE,WATERWAY,HYDROLOGY,-42.54766,146.90957,TAS,2024-07-07,gazetted
POINT (147.25145 -43.36814),197432,TAS_18223Q,18223Q,Cockerills Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.36814,147.25145,TAS,2024-07-07,gazetted
POINT (146.35757 -41.22582),197433,TAS_18867C,18867C,Cockers Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.22582,146.35757,TAS,2024-07-07,gazetted
POINT (147.9204 -42.72712),197434,TAS_18700X,18700X,Cockle Bay Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.72712,147.9204,TAS,2024-07-07,gazetted
POINT (146.87172 -43.5889),197435,TAS_7508P,7508P,Cockle Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.5889,146.87172,TAS,2024-07-07,gazetted
POINT (146.67222 -43.10374),197436,TAS_7820J,7820J,Codeine Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.10374,146.67222,TAS,2024-07-07,gazetted
POINT (147.28964 -43.00387),197437,TAS_5758T,5758T,Coffee Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.00387,147.28964,TAS,2024-07-07,gazetted
POINT (146.02405 -43.28894),197438,TAS_3514J,3514J,Coffin Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-43.28894,146.02405,TAS,2024-07-07,gazetted
POINT (147.72901 -42.05858),197439,TAS_5595M,5595M,Coghlans Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-42.05858,147.72901,TAS,2024-07-07,gazetted
POINT (146.51201 -41.43309),197440,TAS_3715F,3715F,Coilers Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.43309,146.51201,TAS,2024-07-07,gazetted
POINT (147.72197 -41.46004),197441,TAS_13747M,13747M,Cokers Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.46004,147.72197,TAS,2024-07-07,gazetted
POINT (148.24538 -41.31212),197442,TAS_5294G,5294G,Colchis Creek,WATERCOURSE,WATERWAY,HYDROLOGY,-41.31212,148.24538,TAS,2024-07-07,gazetted
POINT (145.52099 -41.5746),197443,TAS_2346P,2346P,Coldstream River,WATERCOURSE,WATERWAY,HYDROLOGY,-41.5746,145.52099,TAS,2024-07-07,gazetted
